Publisher Label,Publisher URI,Site reference,Site_name,Summary,Description 1,Description_2,Type 1,Type 2,Tags,Address_1,Address 2,Address 3,Postcode,Website 1,Website 2,Email,Phone,Category Attraction,Category - arts and culture,Category - food/drink producer,Category - nature/environment,Category - history/heritage,Category - ative lifestyles/sports,Category - open spaces,Category - shopping/retail,Category - family friendly,Category - venue for events,Venue_Description,All_Weather,Opening_Times,Accessibility,Pet friendly,Parking,Visit Time,UPRN,Easting,Northing,Latitude,Longitude,NSC_Map_Link,Google_Map_Link,Walk_Time_Bus,Nearest_Bus_Stop,Walk_Time_Train,Nearest_Train_Station,Directions,Nearest Bus Service,Image,Cost Free,Cost Details,Slug
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,46,Leigh Court Farm,"Farm organic fruit and veg box scheme, the majority of which is grown at Leigh Court Farm",Produce is seasonally sold at local farmers markets.,,Food and Drink,Farm shop,Farm shop; Food and drink; Goods for sale,Leigh Court Farm,Pill Road,Abbots Leigh,BS8 3RA,http://www.leighcourtfarm.org.uk,,mail@leighcourtfarm.org.uk,01275 375 756,0,0,1,0,0,0,0,0,0,0,,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,24139090,353932,174474,51.46796794,-2.664954432,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=353932.03&y=174473.73,"https://www.google.co.uk/maps/place/@51.467967935144245,-2.6649544323672902,17z",15 - 30 minutes,X4,Over 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/08/Small-Veg-box.jpg,0,,Leigh-Court-Farm
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,45,Jacklands Fishing Lakes,Well stocked fishing lakes and shop selling local produce,"Enjoy some relaxing fishing or visit the onsite shop selling fresh trout, smoked trout, trout gravlax. Also available are other local produce including free range eggs, cakes, preserves, local honey and apple juices.

Produce is sold at Clevedon and Portishead Farmers Markets and Nailsea Country Market.",,Fishing,Outdoors and active,Farm shop; Food and drink; Goods for sale; Fishing,Jacklands Fishing Lakes,Jacklands Bridge,Tickenham,BS21 6SG,http://www.jacklandsfishinglakes.co.uk,,info@jacklandsfishinglakes.co.uk,01275 810 697,0,0,1,0,0,1,1,1,0,0,,indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,onsite parking available,up to a whole day (if fishing),24111189,347167,171699,51.44180446,-2.761551531,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=347167&y=171699,"https://www.google.co.uk/maps/place/@51.441804456314244,-2.761551530525582,17z",Less than 15 minutes,X7,30 - 60 minutes,Nailsea and Backwell Railway Station,,,https://c2.staticflickr.com/8/7771/18160171491_4979b35f04.jpg,0,"free entry to shop, charges apply for fishing",Jacklands-Fishing-Lakes
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,44,J H Coombs and Sons,Farm beef box scheme offering traditionally reared belted Galloway. Please call for more information.,,,Food and Drink,Producer/retailer,Food and drink; Goods for sale,Reservoir Farm,,Barrow Gurney,BS48 3RY,,,moonshine.coombs@googlemail.com,01275 474 329,0,0,1,0,0,0,0,0,0,0,,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,24139367,353255,167862,51.40790182,-2.673661911,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=353254.81&y=167862.28,"https://www.google.co.uk/maps/place/@51.40790182005563,-2.6736619107863437,17z",Less than 15 minutes,A4,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://farm8.staticflickr.com/7280/7599804802_07c3d75367.jpg,0,,J-H-Coombs-and-Sons
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,43,Holy Saviours Church Puxton,A wonderful Medieval church with a noticeably leaning tower on the low lying north Somerset Levels.,The church is dominated by its leaning tower with an earlier Saxo Norman nave to the south. Inside are fine oak box pews and a Jacobean oak reading desk and pulpit.,,Church,Historic structure/site,Church; Historic Structure/site,Holy Saviour's Church,Puxton Lane,Puxton,BS24 6TF,http://www.visitchurches.org.uk/Ourchurches/Completelistofchurches/Holy-Saviours-Church-Puxton-Somerset/,,,,0,0,0,0,1,0,0,0,0,0,,indoors and outdoors,special dates only - see website,accessible - check website for restrictions,check website for more details,no onsite parking,up to 2 hours,24128326,340665,163257,51.36526004,-2.853677515,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340665&y=163257,"https://www.google.co.uk/maps/place/@51.36526003719395,-2.8536775146676114,17z",15 - 30 minutes,X7,Over 60 minutes,Yatton Railway Station,,,https://c4.staticflickr.com/8/7791/17972743259_52b35d5fe9.jpg,1,,Holy-Saviour-s-Church-Puxton
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,42,Historic high street and modern marina in Portishead,A 3.5 long easy walk that takes in the sights and sounds of the coastal town of Portishead.,"A paved, level walk suitable for buggies and wheelchairs. 

This walk has been extracted from North Somerset Life magazine",,Walking,Outdoors and active,Walking; Nature; Outdoors and active; Landscape; History,Town Centre And Marina,,Portishead,,http://www.n-somerset.gov.uk/Your_Council/Communication_and_Information/Pages/Life-walks.aspx,,,,0,1,0,1,1,0,1,1,1,0,,outdoors,all year round,accessible,Pet friendly,public parking is available nearby,up to 3 hours,,347016,176771,51.48739174,-2.764485393,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=347016.07&y=176770.99,"https://www.google.co.uk/maps/place/@51.48739174252549,-2.7644853931776616,17z",Less than 15 minutes,X3A,Over 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/07/LM-Portishead-Marina-view-across-lock-full-of-boats-e1438269835691.jpg,1,,Historic-high-street-and-modern-marina-in-Portishead
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,41,Hills Bakers,Fresh bread and cakes made daily. Birthday and celebration cakes made to order. Wholesale and retail.,"Producing bread, cakes, pastries, filled rolls and sandwiches. 

Produce is also sold at local farmers markets.",,Food and Drink,Bakery,Bakery; Food and drink; Goods for sale; Shop,Hill's Bakers,St James Street,Weston-Super-Mare,BS23 1ST,,,,01934 629301,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,no pets,public parking is available nearby,less than 15 minutes,24002101,331922,161306,51.34673645,-2.97887035,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=331922&y=161306,"https://www.google.co.uk/maps/place/@51.34673644500765,-2.978870350161499,17z",Less than 15 minutes,134,Less than 15 minutes,Weston-super-Mare Railway Station,,,https://farm8.staticflickr.com/7788/18157632502_1891f40682.jpg,1,,Hill-s-Bakers
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,40,Helicopter Museum,"The Worlds Largest Dedicated Helicopter Museum featuring 80 displayed aircraft, an interactive zone and film theatre","The museum features regular events, including helicopter air experience flights and open cockpit days.

The collection includes a huge variety of aircraft including two of the Queens Royal Flight, the World Speed Record Holder G Lynx, a Russian Hind Gunship and the Huey Bell UH 1H.

The museum has a shop selling helicopter related memorabilia and has a cafe selling a variety of food and drink.",,Museum,History,Attraction; Museum; History; Helicopter,Helicopter Museum,Locking Moor Road,Weston-Super-Mare,BS24 8PP,http://www.helicoptermuseum.co.uk,,helimuseum@btconnect.com,01934 635227,1,0,0,0,1,0,0,0,1,0,,indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,onsite parking available,up to 4 hours,24124946,335314,160457,51.33950087,-2.930019989,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=335314&y=160457,"https://www.google.co.uk/maps/place/@51.339500871181905,-2.9300199888463463,17z",Less than 15 minutes,126,15 - 30 minutes,Weston Milton Railway Station,,,https://farm8.staticflickr.com/7756/17971061338_c19d80be67.jpg,1,"Adults - 7, 
Concessions - 6, 
Children - 4.50, 
Families (2&2) -19, 
Families (2&3) - 20",Helicopter-Museum
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,39,Grand Pier,"All year attraction with rides, amusements, arcades and events","Open every day except Christmas Day, the Pier offers world class rides and attractions and fun for all the family, from the arcade machines to thrilling rides, or a relaxing traditional afternoon tea in our exquisite Edwardian style tea rooms. 

The Pavilion building boasts function rooms, Wedding venues, state of the art conferencing facilities, entertainment and event space, all under one roof.",The Grand Pier also boasts an action packed calendar of events for everyone to enjoy throughout the year.,Attraction,Family friendly,Attraction; Family friendly; Beach; Restaurant; Live performance; Conferences,Grand Pier,Marine Parade,Weston-Super-Mare,BS23 1AL,http://www.grandpier.co.uk,,info@grandpier.co.uk,01934 620 238,1,0,0,0,0,1,1,1,1,1,"The pier is available for hire for parties, conferences, weddings and other events",indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,public parking is available nearby,up to 4 hours,24002178,331690,161402,51.34757168,-2.982219432,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=331690&y=161402,"https://www.google.co.uk/maps/place/@51.347571681927434,-2.9822194315806914,17z",Less than 15 minutes,754,15 - 30 minutes,Weston-super-Mare Railway Station,,,https://c1.staticflickr.com/1/280/18921616005_02d42c63b9.jpg,0,charges apply for attractions and entry,Grand-Pier
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,38,Gordano Round,"An attractive figure of eight walk (25 miles) taking in coast, countryside, woodland and villages.","The route is waymarked throughout, starting in Portishead town centre.",,Walking,Outdoors and active,Walking; Nature; Outdoors and active; Landscape; History,,Lake Road,Portishead,BS20 7JA,http://www.ldwa.org.uk/ldp/members/show_path.php?path_name=gordano+round,http://www.gps-routes.co.uk/routes/home.nsf/routeslinkswalks/gordano-round-walking-routehttp://www.gps-routes.co.uk/routes/home.nsf/routeslinkswalks/gordano-round-walking-route,info@gps-routes.co.uk,,1,0,0,1,1,1,1,0,1,0,,outdoors,open all year,some steep gradients,dog friendly,public parking is available nearby,up to a whole day,24136850,346277,176991,51.48929992,-2.775161428,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346277&y=176991,"https://www.google.co.uk/maps/place/@51.48929992461756,-2.775161428188641,17z",Less than 15 minutes,88,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://c2.staticflickr.com/8/7768/18132375066_aa1fb53c3d.jpg,1,,Gordano-Round
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,37,Gatcombe Farm Shop,Farm Shop and restaurant with outdoor play area,"Selling home/locally produced meats, cheese, pickles and eggs, wide range of seasonal and local vegetables and home grown potatoes.",,Food and Drink,Farm shop,Farm shop; Food and drink; Goods for sale; Play area,Gatcombe Farm,,Flax Bourton,BS48 3QT,http://www.gatcombefarmshop.co.uk,,shop@gatcombefarmshop.co.uk,01275 394 404,0,0,1,0,0,0,0,1,1,0,,indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,dog friendly,onsite parking available,up to 2 hours,24139493,352667,169847,51.42536491,-2.682032865,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=352666.88&y=169847.29,"https://www.google.co.uk/maps/place/@51.42536491179655,-2.6820328646962306,17z",Less than 15 minutes,X9,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://farm9.staticflickr.com/8691/16790987779_f84030328d.jpg,1,,Gatcombe-Farm-Shop
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,36,"Ford, Ford and Co","Free range egg producer, Lion Code, BEIC and freedom food accredited","Produce sold at Nailsea and Clevedon Farmers markets.

Please call for more information.",,Food and Drink,Goods for sale,Food and drink; Goods for sale,Yeowood Farm,,Wrington,BS40 5NU,,,freddieford@btinternet.com,01934 876 393,0,0,1,0,0,0,0,0,0,0,,not open to the public,special dates only - please call,not open to the public,not open to the public,not open to the public,not open to the public,24139111,345608,163540,51.36830346,-2.782731381,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=345607.74&y=163540.39,"https://www.google.co.uk/maps/place/@51.36830346097456,-2.7827313809412266,17z",15 - 30 minutes,A5,Over 60 minutes,Yatton Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/08/Free-range-chickens.jpg,0,,Ford--Ford-and-Co
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,35,For all Healthy Living Centre,Library,Healthy Living Centre Library,"All libraries offer free WiFi and computer access.  Printing and photocopying services are also available at a cost.   You can search, renew and reserve books on the Libraries West website.",Arts and culture,Family friendly,"Books, culture, arts, learning, events",Lonsdale Avenue,,Weston-Super-Mare,BS23 3SJ,http://www.n-somerset.gov.uk/services/for-all-healthy-living-centre-library/,,hlc.library@n-somerset.gov.uk,01934 426 111,0,1,0,0,1,0,0,0,1,1,,indoors,Please see website for opening times,check website,No,Check website,Up to a whole day,24121711,332811,159651,51.33196284,-2.96579519,,"https://www.google.co.uk/maps/place/@51.33196283538716,-2.9657951898341115,17z",Less than 15 minutes,3,15 - 30 minutes,Weston-super-Mare Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2017/01/For-all-Healthy-Living-Centre.jpg,1,Free,For-all-Healthy-Living-Centre
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,34,Felton Common,Felton Common is a 40 hectare site with a range of habitats from acidic and calcareous grassland to scrub and bracken.,"The common lies next to the village of Felton in North Somerset with Bristol Airport located just to the west. 

The common is home to a wide variety of plants, invertebrates and birds. The site is used for both agriculture and recreation, and is particularly popular with walkers and horse riders.",,Nature reserve,Walking,Landscape; Nature; Outdoors and active;  Picnic area; Walking,Felton Common,,Felton,BS40 9UP,http://www.avonlocalnaturereserves.org.uk/reserve.asp?id=31,http://babyroutes.co.uk/walking-routes/avon-somerset-walks/felton-common-planes-bluebells-walk/,bridgets@dialstart.net,01275 472798,0,0,0,1,1,1,1,0,1,0,,outdoors,open all year,some steep gradients,dog friendly,public parking is available nearby,up to 2 hours,24136860,351486,165704,51.38829037,-2.698592772,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=351486&y=165704,"https://www.google.co.uk/maps/place/@51.38829036631156,-2.698592772359949,17z",Less than 15 minutes,A5,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://c1.staticflickr.com/1/258/18448606060_b2fcdb9602.jpg,1,,Felton-Common
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,33,Eastwood and Battery Point Local Nature Reserve,"Historic site of former batteries, woodland and pleasure grounds with Victorian broadwalk, paths and carriage drives, lake,hillfort, views over Bristol Channel, close to open air pool.",The nature reserve is a popular place to have a picnic and enjoy the local scenery.,,Nature Reserve,Walking,Landscape; Nature; Outdoors and active;  Picnic area; Walking,Battery Point,Esplanade Road,Portishead,,http://www.avonlocalnaturereserves.org.uk/reserve.asp?id=24,,,,0,0,0,1,1,1,1,0,1,0,,outdoors,open all year,some restrictions - check website,dog friendly,public parking is available nearby,up to 2 hours,24137108,346633,177545,51.4943146,-2.770118409,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346633&y=177545,"https://www.google.co.uk/maps/place/@51.49431459965075,-2.770118409281009,17z",Less than 15 minutes,88,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://c4.staticflickr.com/8/7745/17536336914_cd641a3aa8.jpg,1,,Eastwood-and-Battery-Point-Local-Nature-Reserve
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,32,Curzon cinema,"The Curzon is one of the oldest continually running purpose built cinemas in the world. The cinema, now owned by a community charity, continues to show the latest blockbusters","First opened on 20 April 1912, the Curzon is a fantastic slice of cinema history. The 270 seat cinema also has a smaller gallery room that can seat 25.

The Curzon is also home to the Oak Room, a comfortable lounge with bar where you can meet before screenings.",,Cinema/film,Art and culture,Cinema/film; Art and culture; Family friendly; Attraction,Curzon Cinema,46 Old Church Road,Clevedon,BS21 6NN,http://www.curzon.org.uk/,,info@curzon.org.uk,01275 871000,1,1,0,0,1,0,0,0,1,1,Rooms available for events and conferences,indoors,special dates only - see website,some restrictions - check website,check website for more details,public parking is available nearby,up to 2 hours,24042094,340663,171096,51.43573802,-2.855019691,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340663&y=171096,"https://www.google.co.uk/maps/place/@51.43573801804276,-2.85501969112519,17z",Less than 15 minutes,X5,Over 60 minutes,Yatton Railway Station,,,https://farm1.staticflickr.com/330/18741124929_da5a5c35a8.jpg,0,entry charges apply,Curzon-cinema
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,31,Court Farm Country Park,Family farm fun with a chance to meet the animals and indoor and outdoor play facilities,"Court Farm is simply a great family day out. 

There are many farm favourites and a range of great play facilities that can tire out even the most energetic of kids (and adults). There is a seasonal maize maze

There are interactive talks and demonstrations throughout the day to entertain all ages.

There is a café and shop on site as well as lots of free parking.",,Attraction,Family friendly,Attraction; Family friendly; Farm shop; Play area;  Outdoors and active; Restaurant,Court Farm Country Park,Wolvershill Road,Banwell,BS29 6DL,http://www.courtfarmcountrypark.co.uk,,info@courtfarmcountrypark.co.uk,01934 822383,1,0,0,1,0,1,1,0,1,1,Available for hire for children's parties - contact for more details,indoors and outdoors,open all year except main bank holidays - see website,some restrictions - check website,check website for more details,,up to a whole day,24036638,338795,160253,51.33805291,-2.880017539,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=338795&y=160253,"https://www.google.co.uk/maps/place/@51.338052910239725,-2.88001753899013,17z",15 - 30 minutes,134,Over 60 minutes,Worle Parkway Railway Station,,,https://c1.staticflickr.com/9/8828/17971005878_642be52e0f.jpg,0,entry charges apply,Court-Farm-Country-Park
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,30,Congresbury Library,Library,Library Congresbury,"All libraries offer free WiFi and computer access.  Printing and photocopying services are also available at a cost.   You can search, renew and reserve books on the Libraries West website.",Arts and culture,Family friendly,"Books, culture, arts, learning, events",Station Rd,,Congresbury,BS49 5DX,http://www.n-somerset.gov.uk/services/congresbury-library/,,congresbury.library@n-somerset.gov.uk,01934 426 200,0,1,0,0,1,0,0,0,1,1,,indoors,Please see website for opening times,check website,No,Check website,Up to a whole day,24141134,343570.94,163858.27,51.3709625,-2.812037206,,"https://www.google.co.uk/maps/place/@51.370962496283724,-2.812037206044655,17z",Less than 15 minutes,X1,30 - 60 minutes,Yatton Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2017/01/cong_lib.jpg,1,Free,Congresbury-Library
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,29,Clifton Suspension Bridge Visitor Centre,Information Centre celebrating Isambard Kingdom Brunels world famous suspension bridge,"Opened in 2015 the Visitor Information Centre is situated at the Leigh Woods end of the bridge. 

It contains information about the competition to design the bridge, its construction and completion and how it is maintained today. 

You can watch a DVD about the bridge, see objects from our collection (including stereoscopic images and original souvenirs) and browse our shop, where youll find  books, postcards and souvenirs.",,Museum,Historic structure/site,Attraction; Museum; Historic structure/site,Clifton Suspension Bridge,Bridge Road,Abbots Leigh,BS8 3PA,http://www.cliftonbridge.org.uk/visit/visitor-centre,,visitinfo@cliftonbridge.org.uk,0117 974 4664,1,1,0,0,1,0,0,0,1,1,,indoors and outdoors,seasonal restrictions apply - see website,accessible - check website for restrictions,dog friendly,onsite parking available,up to 4 hours,24110770,356321,172985,51.45414881,-2.630012088,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=356321&y=172985,"https://www.google.co.uk/maps/place/@51.45414881448354,-2.6300120884328435,17z",Less than 15 minutes,X5,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://farm9.staticflickr.com/8899/18010373090_71e94f3d23.jpg,0,,Clifton-Suspension-Bridge-Visitor-Centre
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,28,Clevedon Pier,"Award winning Grade 1 listed Victorian pier, described as the prettiest pier in England","Built in Victorian era, the Pier offers boat trips, fishing, events, an art gallery and shop.

The pier was also used for filming a One Direction music video in 2014. 

A new visitor centre due to be open late 2015.",,Attraction,Historic structure/site,Attraction; Heritage; Beach,Clevedon Pier,Marine Parade,Clevedon,BS21 7QS,http://www.clevedonpier.com,,enquiries@clevedonpier.com,01275 878846,1,1,0,0,1,0,0,1,1,1,Available to hire for events,indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,public parking is available nearby,up to 2 hours,24042771,340214,171902,51.4429372,-2.861614731,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340214&y=171902,"https://www.google.co.uk/maps/place/@51.44293720247488,-2.861614730523832,17z",Less than 15 minutes,X6,Over 60 minutes,Yatton Railway Station,,,https://farm8.staticflickr.com/7781/17971113440_3907933908.jpg,0,"entry changes apply to pier, free access to shop",Clevedon-Pier
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,27,Clevedon Library,Library,Library Clevedon,"All libraries offer free WiFi and computer access.  Printing and photocopying services are also available at a cost.   You can search, renew and reserve books on the Libraries West website.",Arts and culture,Family friendly,"Books, culture, arts, learning, events",37 Old Church Rd,,Clevedon,BS21 6NN,http://www.n-somerset.gov.uk/services/clevedon-library/,,clevedon.library@n-somerset.gov.uk,01934 426 020,0,1,0,0,1,0,0,0,1,1,,indoors,Please see website for opening times,check website,No,Check website,Up to a whole day,24042018,340647,171147,51.43610115,-2.85525841,,"https://www.google.co.uk/maps/place/@51.436101146496874,-2.8552584100880103,17z",Less than 15 minutes,X5,Over 60 minutes,Yatton Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2017/01/cleve_lib.jpg,1,Free,Clevedon-Library
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,26,Clevedon Craft Centre,Arts and Crafts Centre featuring a diverse collection of workshops and local crafts,"The studios and workshops are housed in the outbuildings of a 17th century Somerset long farm which was once part of the Clevedon Court Estate.

Artists in residence produce pottery, jewellery and gifts. 

There is a café on site selling home made cakes and local produce.

Follow the BROWN Craft Centre signs from junction 20 of the M5 onto the B3130.",,Arts and culture,Goods for sale,Arts and culture; Gallery; shopping,Clevedon Craft Centre,Moor Lane,Clevedon,BS21 6TD,http://www.clevedoncraftcentre.co.uk,,enquiries@clevedoncraftcentre.co.uk,01275 872149,1,1,0,1,1,0,0,1,1,0,,indoors and outdoors,open all year except main bank holidays - see website,accessible - check website for restrictions,dog friendly,onsite parking available,up to 2 hours,24120646,342086,170522,51.4307249,-2.834456509,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=342086&y=170522,"https://www.google.co.uk/maps/place/@51.43072489978249,-2.834456509368237,17z",15 - 30 minutes,X5,Over 60 minutes,Yatton Railway Station,,,https://c2.staticflickr.com/8/7789/17972693829_f8bb0f7380.jpg,1,,Clevedon-Craft-Centre
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,25,Clevedon Court,Outstanding 14th century manor house and 18th century terraced garden managed by the National Trust,"Home to the lords of the manor of Clevedon for centuries, the core of the house is a remarkable survival from the medieval period. The house was purchased by Abraham Elton in 1709 and it is still the much loved family home of his descendants today.

Explore the striking display of Eltonware pottery and a fascinating collection of Nailsea glass.",,Attraction,Historic structure/site,Attraction; Heritage; Gardens and parks; Historic Structure/site,Clevedon Court,Bristol Road,Clevedon,BS21 6QU,http://www.nationaltrust.org.uk/clevedon-court/,,clevedoncourt@nationaltrust.org.uk,01275 872257,1,0,0,1,1,0,1,0,1,0,,indoors and outdoors,open all year except main bank holidays - see website,some steep gradients,check website for more details,onsite parking available,up to 4 hours,24050887,342255,171572,51.44018237,-2.832197325,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=342255&y=171572,"https://www.google.co.uk/maps/place/@51.44018237392986,-2.832197325108111,17z",Less than 15 minutes,X6,Over 60 minutes,Yatton Railway Station,,,https://farm8.staticflickr.com/7733/18158822395_d8704e5cfd.jpg,0,"entry charges apply, free for National Trust members",Clevedon-Court
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,24,Clevedon Community Centre,"Venue hosts a variety of music, local theatre, arts and local group events.",,,Arts and culture,Live entertainment,Arts and culture;Venue; live entertainment; events; music,2 Princes Road,Clevedon,,BS21 7SZ,http://clevedoncommunitycentre.org.uk/,,admin@clevedoncommunitycentre.org.uk,01275 873405,0,1,0,0,0,0,0,0,1,1,Available for events,indoors,,check website,no,parking nearby,Up to 2 hrs,24042574,340521,171403,51.43848323,-2.857113971,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340521&y=171403,"https://www.google.co.uk/maps/place/@51.438483230474965,-2.857113971442241,17z",Less than 15 minutes,X6,Over 60 minutes,Yatton Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2016/01/Backwell-playhouse1-e1453823196540.jpg,0,charges apply,Clevedon-Community-Centre
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,23,Clapton Moor,"Clapton Moor is characteristic of the North Somerset Levels landscape. 

Networked with species rich rhynes (watery ditches), the moor is important for its breeding waders and wintering wildfowl.","The best time to visit Clapton Moor is between April and July or from October to February. 

Clapton Moor can be found near to the village of Clapton in Gordano, off Clevedon Lane and opposite New Farm.",,Nature reserve,Walking,Landscape; Nature; Outdoors and active;  Picnic area; Walking,Clapton Moor,,Clapton-In-Gordano,,http://www.avonwildlifetrust.org.uk/reserves/clapton-moor,,,,0,0,0,1,0,0,1,0,1,0,,outdoors,open all year,accessible - check website for restrictions,dog friendly,public parking is available nearby,up to 2 hours,,345750,173894,51.46140498,-2.782274348,,"https://www.google.co.uk/maps/place/@51.46140497778922,-2.7822743480416317,17z",15 - 30 minutes,X5,Over 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/08/Wild-flowers-e1438608876767.jpg,1,,Clapton-Moor
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,22,Claire Hall Glass (studio),Award winning glass artist Claire Hall designs and creates unique fused glass jewellery and sculpture using a variety of techniques.,"Glass casting, fusing and lampworking to name a few. Claire also runs fused glass courses and workshops in jewellery and sculptural vessels from complete beginner to bespoke advanced sessions.",,Arts and culture,Studios,Arts and culture;Studio; glass; fused glass; sculpture; jewellery; workshops,65a West Town Road,Backwell,,BS48 3HG,http://www.clairehallglass.co.uk/home,,info@clairehall.co.uk,07796 794168,0,1,0,0,0,0,0,1,0,0,,indoors,,check website,No,parking nearby,Up to 1 hour,24098457,348295,168252,51.41091716,-2.744819661,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=348295&y=168252,"https://www.google.co.uk/maps/place/@51.41091715544801,-2.744819660621112,17z",Less than 15 minutes,X2,15 - 30 minutes,Nailsea and Backwell Railway Station,,,https://farm2.staticflickr.com/1626/24097583520_5c9bb8360e.jpg,1,charges apply,Claire-Hall-Glass--studio-
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,21,Church House Designs,"Church House Designs in Congresbury was established 1986 and has a reputation for high quality and imaginative work. 

There is a particular emphasis on ceramics, glassware, jewellery and textiles with a wide variety of works for sale","Original arts and crafts sourced directly from artists studios and specialist dealers are available to buy from Church House.

Selected for quality by the Crafts Council and a member of the Independent Craft Galleries Association.",,Art and culture,Gallery,Art and culture; Gallery; shopping,Church House Designs,Broad Street,Congresbury,BS49 5DG,http://www.churchhousedesigns.co.uk,,info@churchhousedesigns.co.uk,01934 833360,0,1,0,0,0,0,0,1,0,0,,indoors,open all year except certain days and main bank holidays - see website,accessible - check website for restrictions,contact for more details,public parking is available nearby,up to 1 hour,24051569,343686,163756,51.37005443,-2.810368261,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=343686&y=163756,"https://www.google.co.uk/maps/place/@51.37005442659746,-2.8103682614526573,17z",Less than 15 minutes,A5,30 - 60 minutes,Yatton Railway Station,,,https://farm1.staticflickr.com/255/19292038384_656dae9111.jpg,1,,Church-House-Designs
